,Name,region,country,type,url
11726,Southern University System Foundation,Americas,usa,Research institutes and centers,http://dx.doi.org/10.13039/100015091
11727,UC Water,Americas,usa,Research institutes and centers,http://dx.doi.org/10.13039/100015092
11728,"Water Quality Center, Marquette University",Americas,usa,Research institutes and centers,http://dx.doi.org/10.13039/100015093
11729,Australasian Menopause Society,Oceania,aus,Associations and societies (private and public),http://dx.doi.org/10.13039/100015094
11730,Alexander Family Foundation,Americas,can,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015095
11731,Commission Canadienne du Llait,Americas,can,National government,http://dx.doi.org/10.13039/100015096
11732,Canadian Nutrition Society,Americas,can,Associations and societies (private and public),http://dx.doi.org/10.13039/100015097
11733,Canadian Stroke Network,Americas,can,National government,http://dx.doi.org/10.13039/100015098
11734,Canadian Vascular Network,Americas,can,National government,http://dx.doi.org/10.13039/100015099
11735,Change Foundation,Americas,can,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015100
11736,CFS,Americas,can,Other non-profit organizations,http://dx.doi.org/10.13039/100015101
11737,Ichimura Foundation of New Technology,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015102
11738,Japan Racing Association,Asia,jpn,Associations and societies (private and public),http://dx.doi.org/10.13039/100015103
11739,Kayamori Foundation of Informational Science,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015104
11740,BBCR,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015105
11741,Chesapeake Rivers Association,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100015106
11742,Cryptic Masons Medical Research Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015107
11743,David and Nancy Walsh Family Fund,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015108
11744,G1D,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015109
11745,Henry S. and Anne S. Reich Family Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015110
11746,Lingnan Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015111
11747,Melza M. and Frank Theodore Barr Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015112
11748,Robert A. Welke Cancer Research Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015113
11749,ADA Australia,Oceania,aus,Other non-profit organizations,http://dx.doi.org/10.13039/100015114
11750,Laval University Foundation,Americas,can,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015115
11751,GenePOC,Americas,can,For-profit companies (industry),http://dx.doi.org/10.13039/100015116
11752,Roche Eesti,Europe,est,For-profit companies (industry),http://dx.doi.org/10.13039/100015117
11753,"Académie des Sciences, Institut de France",Europe,fra,Universities (academic only),http://dx.doi.org/10.13039/100015118
11754,GE India Industrial Pvt.,Asia,ind,For-profit companies (industry),http://dx.doi.org/10.13039/100015119
11755,Daiko Foundation,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015120
11756,France Bed Medical Home Care Research Subsidy Foundation,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015121
11757,Ogasawara Foundation,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015122
11758,Yukawa Memorial Foundation,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015123
11759,Abbott Molecular,Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100015124
11760,Children’s Trust of South Carolina,Americas,usa,Other non-profit organizations,http://dx.doi.org/10.13039/100015125
11761,"College of Engineering, Georgia Tech",Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100015126
11762,Commonwealth Foundation for Cancer Research Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015127
11763,Cowles Foundation for Research in Economics,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015128
11764,Cronk Family Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015129
11765,Electro Scientific Industries,Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100015130
11766,FSR,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015131
11767,FWW,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015132
11768,Fred A. And Barbara M. Erb Family Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015133
11769,GFT Charity,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015134
11770,Haemonetics Corporation,Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100015135
11771,UCSF Helen Diller Family Comprehensive Cancer Center,Americas,usa,Research institutes and centers,http://dx.doi.org/10.13039/100015136
11772,HemoSonics,Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100015137
11773,J. Willard and Alice S. Marriott Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015138
11774,Jordan Elizabeth Harris Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015139
11775,National Air Filtration Association Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015140
11776,NYSTA,Americas,usa,Associations and societies (private and public),http://dx.doi.org/10.13039/100015141
11777,PFS,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015142
11778,Russell and Diana Hawkins Family Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015143
11779,Institute for Physical Activity and Nutrition,Oceania,aus,Research institutes and centers,http://dx.doi.org/10.13039/100015144
11780,Chevron Brazil Upstream Frade Ltda,Americas,bra,For-profit companies (industry),http://dx.doi.org/10.13039/100015145
11781,Canadian Internet Registration Authority,Americas,can,Other non-profit organizations,http://dx.doi.org/10.13039/100015146
11782,Innovation Saskatchewan,Americas,can,Local government,http://dx.doi.org/10.13039/100015147
11783,MSI,Americas,can,Research institutes and centers,http://dx.doi.org/10.13039/100015148
11784,Saskatoon City Hospital Foundation,Americas,can,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015149
11785,St. Michael's Hospital Foundation,Americas,can,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015150
11786,Stand Up To Cancer Canada,Americas,can,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015151
11787,Tides Canada,Americas,can,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015152
11788,Fondation Air Liquide,Europe,fra,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015153
11789,Sugihara Family Trust,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015154
11790,International Polyurethane Technology Foundation,Asia,jpn,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015155
11791,Tokyo Electron,Asia,jpn,For-profit companies (industry),http://dx.doi.org/10.13039/100015156
11792,Edith and Bernard Waterman Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015157
11793,Fondren Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015158
11794,Hermann Eye Fund,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015159
11795,Hologic,Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100015160
11796,Louisiana Department of Health,Americas,usa,Local government,http://dx.doi.org/10.13039/100015161
11797,Mack Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015162
11798,"Nicholas School of the Environment, Duke University",Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100015163
11799,Ting Tsung and Wei Fong Chao Family Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015164
11800,University Transportation Centers,Americas,usa,Universities (academic only),http://dx.doi.org/10.13039/100015165
11801,UPMC Enterprises,Americas,usa,For-profit companies (industry),http://dx.doi.org/10.13039/100015166
11802,Virginia and L E Simmons Family Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015167
11803,WCCF,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015168
11804,WorldQuant Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015169
11805,Yale SPORE in Lung Cancer,Americas,usa,Research institutes and centers,http://dx.doi.org/10.13039/100015170
11806,Zegar Family Foundation,Americas,usa,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015171
11807,Toowoomba Hospital Foundation,Oceania,aus,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015172
11808,Wise Earth Pty Ltd,Oceania,aus,For-profit companies (industry),http://dx.doi.org/10.13039/100015173
11809,Canadian Defence Academy,Americas,can,National government,http://dx.doi.org/10.13039/100015174
11810,Canola Council of Canada,Americas,can,Associations and societies (private and public),http://dx.doi.org/10.13039/100015175
11811,Flax Council of Canada,Americas,can,Other non-profit organizations,http://dx.doi.org/10.13039/100015176
11812,Hemp Oil Canada,Americas,can,For-profit companies (industry),http://dx.doi.org/10.13039/100015177
11813,IBM Canada,Americas,can,For-profit companies (industry),http://dx.doi.org/10.13039/100015178
11814,Transplantation Society,Americas,can,Associations and societies (private and public),http://dx.doi.org/10.13039/100015179
11815,TransCanada,Americas,can,For-profit companies (industry),http://dx.doi.org/10.13039/100015180
11816,ICFR,Europe,gbr,Other non-profit organizations,http://dx.doi.org/10.13039/100015181
11817,Hope Against Cancer,Europe,gbr,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015182
11818,Immunodiagnostic Systems,Europe,gbr,For-profit companies (industry),http://dx.doi.org/10.13039/100015183
11819,Teenage Cancer Trust,Europe,gbr,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015184
11820,Tokyo Gas,Asia,jpn,For-profit companies (industry),http://dx.doi.org/10.13039/100015185
11821,"Gaia Family Trust, New Zealand",Oceania,nzl,"Trusts, charities, foundations (both public and private)",http://dx.doi.org/10.13039/100015186
